# [0] = case ID
# [1] = SXS:BBH:ID
# [2] = q
# [3] = chi1_x (aligned to Lmax=4, Lev=3 waveform for consistency with q2_7d surrogate)
# [4] = chi1_y
# [5] = chi1_z
# [6] = chi2_x
# [7] = chi2_y
# [8] = chi2_z
# [9] = NR kick v_x (computed from Lmax=8, Lev=3 waveform)
# [10] = NR kick v_y
# [11] = NR kick v_z
# [12] = NR kick magnitude v_k
# [13] = NR kick v_x (computed from Lmax=8, Lev=2 waveform)
# [14] = NR kick v_y
# [15] = NR kick v_z
# [16] = NR kick magnitude v_k
# [17] = NR kick v_x (computed from Lmax=4, Lev=3 waveform)
# [18] = NR kick v_y
# [19] = NR kick v_z
# [20] = NR kick magnitude v_k
1.000000000000000000e+00 6.340000000000000000e+02 1.000020035217759728e+00 -7.490229308072128278e-01 2.806145413654635434e-01 1.216657265677931893e-02 2.694590575294682138e-06 3.370300626799087168e-06 -7.336039749514434603e-05 -1.003407044003323768e-03 -1.497358855755851555e-04 4.822438974278976144e-03 4.927997990262319127e-03 -1.026678698355213337e-03 -1.610344223716876232e-04 4.927802968503479895e-03 5.036193337356762757e-03 -9.973505116698012929e-04 -1.531506901415113312e-04 4.809487495356054229e-03 4.914197100748512320e-03
2.000000000000000000e+00 6.350000000000000000e+02 9.999541797769083695e-01 -4.976486012339189080e-01 6.261049803167082484e-01 1.330183878531457711e-02 8.659262541950124570e-03 -1.102760436234544519e-02 7.998471240619540179e-01 4.795456495936963287e-04 -5.870067845602960129e-04 -5.164353094628557593e-03 5.219682354431504773e-03 4.302520243532821946e-04 -5.705630708381500757e-04 -4.148090497918819133e-03 4.209193960984543639e-03 4.867682202080588719e-04 -5.893914236097323430e-04 -5.140796577433758355e-03 5.197318058478225984e-03
3.000000000000000000e+00 6.360000000000000000e+02 9.999997056260367945e-01 -7.981342129652241324e-01 4.631434250671297159e-02 2.732746899766138118e-02 -7.981338010956190443e-01 4.631435183773963127e-02 2.732792734893503550e-02 -4.966749133567466871e-08 4.079492585842864556e-08 1.843952077484718693e-09 6.429996757882595937e-08 2.056070751805268650e-08 -5.476428404210880973e-10 -4.894797420747495385e-10 2.057382309492998271e-08 -4.924485531272292169e-08 3.928912196545708434e-08 1.687698949796690948e-09 6.302014921699822319e-08
4.000000000000000000e+00 6.370000000000000000e+02 9.999593577515148990e-01 -3.982392601609591742e-01 6.935390501168010591e-01 1.786288900138139832e-02 -3.800056125482610958e-01 -7.038678868112585585e-01 -5.339996632684893690e-03 1.752918994512315935e-04 -1.065711639583712166e-03 -2.532970504108720210e-04 1.109336713763802449e-03 1.049203358072459070e-04 -1.013503612437278425e-03 -6.542528340859238333e-04 1.210885882401302720e-03 1.654799092836675180e-04 -1.063055461822352095e-03 -2.508992956800940271e-04 1.104726650289397302e-03
5.000000000000000000e+00 6.380000000000000000e+02 1.000080228073515931e+00 7.052482557242617522e-01 3.770485689395711715e-01 1.362631389618242962e-02 8.954250000357688111e-07 -1.350717591801508113e-06 -7.105725383102249439e-06 -4.226219261634405681e-04 -8.126651522546842962e-04 -4.493649147610800053e-03 4.586056759786831354e-03 -3.695226215914869990e-04 -7.611498812761051782e-04 -4.155412782624503219e-03 4.240678189114753700e-03 -4.170658062682410742e-04 -8.076484356335244825e-04 -4.480882136835053105e-03 4.572148795320088270e-03
6.000000000000000000e+00 6.390000000000000000e+02 1.000007234186192084e+00 7.743180921717226495e-01 1.999423388987772998e-01 1.319060720891128066e-02 -1.437893824600438783e-02 9.375150818070816447e-03 7.997642914617231202e-01 1.502194573299003150e-04 -1.385825418053790675e-04 -2.679650772890751400e-03 2.687433584464503627e-03 5.755743101385075425e-05 -1.797355673813444486e-04 -3.448471653557665280e-03 3.453632070362670867e-03 1.500355938556205990e-04 -1.344859853481443566e-04 -2.670907876644313707e-03 2.678496975021496529e-03
7.000000000000000000e+00 6.400000000000000000e+02 1.000056323016130122e+00 7.412572701197368552e-01 3.002478420214151345e-01 9.886277221894551950e-03 -6.213762390295917148e-01 5.037193872247530679e-01 -7.712471453454645617e-03 -2.588231848507790370e-04 -4.229225415322531226e-04 2.972496793609064134e-03 3.013567670580597543e-03 -4.702879687262261944e-04 -4.190821454845388414e-04 2.933600457656997118e-03 3.000468673950439352e-03 -2.661909248895404675e-04 -4.247096690570019146e-04 2.959077532178088117e-03 3.001229040397487228e-03
8.000000000000000000e+00 6.410000000000000000e+02 9.999999621950480533e-01 7.825114978408909128e-01 1.632056529843958770e-01 2.749563015866034535e-02 7.825115294147287903e-01 1.632055818837887806e-01 2.749519842493699726e-02 9.070716060028678463e-09 -5.445528614770334756e-08 -2.783155581779358442e-09 5.527569116946710818e-08 -1.066983023741449189e-08 -4.274287107481794189e-10 -5.239435302948975403e-09 1.189452205394586062e-08 8.557354795490225264e-09 -5.285905232516136401e-08 -2.980347973720740085e-09 5.363012407084760682e-08
9.000000000000000000e+00 6.420000000000000000e+02 1.000014528070910069e+00 5.957663999089882756e-01 5.336132682761933754e-01 6.469657119521146638e-03 1.611164531835100611e-01 -7.834709908847270476e-01 7.102852844663182057e-03 6.767046176861301948e-05 1.158708043294241503e-03 7.871489898020673408e-04 1.402421888426290267e-03 1.407228270224860289e-04 1.125209548807452669e-03 2.738254581525102348e-04 1.166567539538583163e-03 7.543522724544411326e-05 1.155413734945016620e-03 7.848019298437188505e-04 1.398779983233814413e-03
1.000000000000000000e+01 6.430000000000000000e+02 1.000063985375098552e+00 1.812643214342130049e-01 -7.791049298434704617e-01 1.335921748537726057e-03 -3.982441149842973393e-06 1.515312587709042752e-06 -2.093189969999354947e-05 -5.366170930764778017e-05 3.020522253952936573e-04 -1.356925918939331458e-03 1.391173272961142293e-03 -1.495019837216238711e-04 3.861656245918276397e-04 -1.963786808325888780e-03 2.006971190951150046e-03 -5.671028921772615453e-05 3.002167989339728661e-04 -1.353166190323318785e-03 1.387229224713581316e-03
